Bulk ID,Miller Index,Trajectory ID in OC22,Bulk Symbols,Energy_type,Melting_point (K),ΔEhull (meV/atom),Is_stable,Esurf.,Predicted Eadh (J/m2) ,Predicted Contact Angle θ ,Is_NNMD or iGAM
mp-754250,"(2, 0, -1)",NaLuO2_mp-754250_clean_JAjHE7PHQ2,Na8Lu8O16,GGA,1486,6.9,Meta-stable,4.48,-1.9,79.21,6-features iGAM
mp-998363,"(0, 1, 0)",NiBiO3_mp-998363_clean_rDkfpQW9Ff,Ni2Bi2O6,GGA+U,1167,138.74,Unstable,7.98,-1.83,81.82,6-features iGAM
mp-1102003,"(2, 1, 2)",1029368_VInO4_mp-1102003_clean_KBZBmbpv3p,V2In2O8,GGA+U,1463,50.54,Unstable,8.37,-1.93,78.09,6-features iGAM
mp-975106,"(1, 1, 0)",Rb2Bi2O5_mp-975106_clean_auzxxKL6if,Rb2Bi2O5,GGA,1010,3.32,Meta-stable,2.01,-1.64,88.64,6-features iGAM
mp-1227455,"(1, 1, 0)",Be-GaO2-2_mp-1227455_clean_f1rHaA5LbG,Be2Ga4O8,GGA,2069,32.12,Unstable,7.79,-1.83,81.77,6-features iGAM
mp-1183283,"(3, 3, 1)",BaAlO3_mp-1183283_clean_HpeSigSyqS,Ba1Al1O3,GGA,2184,169.36,Unstable,3.88,-1.62,89.28,6-features iGAM
mp-27604,"(0, 1, 0)",MgMo2O7_mp-27604_clean_7H8YRIDEzD,Mg4Mo8O28,GGA+U,1099,0,Stable,8,-2.02,74.77,6-features iGAM
mp-9986,"(3, 0, 2)",CsAuO_mp-9986_clean_lO1soGJ8MZ,Cs8Au8O8,GGA,890,0,Stable,2.07,-1.54,92.17,6-features iGAM
mp-755322,"(2, 0, 3)",BaNa6O4_mp-755322_clean_FNPtdmlySC,Ba2Na12O8,GGA,1121,18.03,Meta-stable,3.46,-1.72,85.87,6-features iGAM
mp-849263,"(1, 0, 0)",NaV10O15_mp-849263_clean_TD1FlT4KOE,Na4V40O60,GGA+U,1465,51.18,Unstable,9.6,-1.88,80.13,6-features iGAM
mp-756132,"(1, 0, 1)",1020926_Cu-SbO2-2_mp-756132_clean_aN40hq7h4S,Cu4Sb8O16,GGA,1222,95.6,Unstable,3.11,-1.55,91.78,6-features iGAM
mp-13068,"(1, 0, 2)",Lu2O3_mp-13068_clean_F0hWsOZM5u,Lu2O3,GGA,2695,92.49,Unstable,5.7,-2.02,75,6-features iGAM
mp-753619,"(1, 1, 0)",BaSrO2_mp-753619_clean_Jzs8JHuXS4,Ba1Sr1O2,GGA,2785,53.53,Unstable,10.15,-1.98,76.18,6-features iGAM
mp-27604,"(0, 1, 0)",MgMo2O7_mp-27604_clean_aXlT7uIf3B,Mg4Mo8O28,GGA+U,1099,0,Stable,6.47,-1.95,77.59,6-features iGAM
mp-755634,"(1, 1, 0)",Y2HgO4_mp-755634_clean_ibsTtFcqsj,Y16Hg8O32,GGA,1482,85.56,Unstable,3.66,-1.83,81.96,6-features iGAM
mp-996975,"(3, 1, 2)",CuAgO2_mp-996975_clean_Rpc7I9e2L3,Cu1Ag1O2,GGA,897,0,Stable,4.38,-2.11,71.47,6-features iGAM
mp-1105811,"(0, 1, 0)",ScMnO3_mp-1105811_clean_kWu7xH1crv,Sc4Mn4O12,GGA+U,2002,49.97,Unstable,8.84,-2,75.68,6-features iGAM
mp-1394,"(1, 1, 1)",2411243514_Rb2O_mp-1394_clean_M8qHI8s86T,Rb8O4,GGA,779,3.17,Meta-stable,1.29,-1.42,96.54,6-features iGAM
mp-685137,"(0, 2, 1)",Ce2SbO2_mp-685137_clean_mc7hM5eRUR,Ce4Sb2O4,GGA,2115,3.65,Meta-stable,4.88,-2.02,75.06,6-features iGAM
mp-25290,"(2, 2, 1)",Co-WO4-2_mp-25290_clean_VwoT567FVG,Co1W2O8,GGA+U,1343,192.01,Unstable,19.85,-2.01,75.14,6-features iGAM
mp-1604,"(2, 1, 1)",Pt3O4_mp-1604_clean_0RfhMlRme2,Pt6O8,GGA,1610,0,Stable,3.48,-1.78,83.51,6-features iGAM
mp-3463,"(1, 1, 1)",CaTi2O4_mp-3463_clean_Bj3MNEBCGd,Ca4Ti8O16,GGA,2237,24.53,Meta-stable,4.7,-1.8,82.74,6-features iGAM
mp-1219152,"(1, 0, 0)",1029114_Re2NiO6_mp-1219152_clean_Gv5uHnenR0,Re4Ni2O12,GGA+U,1273,112.25,Unstable,10.72,-1.93,78.31,6-features iGAM
mp-1281376,"(1, 1, -1)",NiPtO2_mp-1281376_clean_TlCxx1HOCd,Ni2Pt2O4,GGA+U,1535,36.96,Unstable,13.18,-1.88,80.15,6-features iGAM
mp-4387,"(1, 3, 0)",SrZrO3_mp-4387_clean_CtgDd0ZaRF,Sr4Zr4O12,GGA,2801,0,Stable,8.77,-1.88,79.93,6-features iGAM
mp-760027,"(1, 1, 0)",MnCr3O8_mp-760027_clean_FnQAHAHS0o,Mn4Cr12O32,GGA+U,1814,90.52,Unstable,11.46,-2,75.72,6-features iGAM
mp-3376,"(2, 1, 0)",Sr2SnO4_mp-3376_clean_rGynEEidvs,Sr4Sn2O8,GGA,2160,13.51,Meta-stable,5.22,-1.8,82.81,6-features iGAM
mp-715550,"(1, 0, 1)",MoO2_mp-715550_clean_nFKaAmb6k0,Mo4O8,GGA+U,1252,1.47,Meta-stable,16.38,-1.92,78.53,6-features iGAM
mp-19009,"(3, 1, 0)",904239835_NiO_mp-19009_clean_JrhPa4zl6j,Ni4O4,GGA+U,2173,0,Stable,25.46,-2.02,74.91,6-features iGAM
mp-14070,"(1, 1, 0)",RbAlO2_mp-14070_clean_HX9vHKSq6T,Rb8Al8O16,GGA,1130,0,Stable,6.46,-2.09,72.16,6-features iGAM
mvc-15644,"(1, 0, 0)",MgMoO3_mvc-15644_clean_XzrABYVEhY,Mg4Mo4O12,GGA+U,1896,59.94,Unstable,15.71,-1.87,80.26,6-features iGAM
mvc-1832,"(1, 1, 1)",YCu7O12_mvc-1832_clean_A22UCquh27,Y2Cu14O24,GGA,1412,0,Stable,6.66,-2.06,73.32,6-features iGAM
mp-755853,"(1, 1, 0)",Hg-BiO3-2_mp-755853_clean_DpdYa47gGi,Hg2Bi4O12,GGA,931,14.22,Meta-stable,3.8,-1.55,91.69,6-features iGAM
mp-1215562,"(3, 1, 0)",Zn3CdO4_mp-1215562_clean_LY9TX8JquR,Zn3Cd1O4,GGA,1791,36.86,Unstable,3.8,-1.6,90.1,6-features iGAM
mp-18870,"(1, 1, -2)",Mn3Cd2O8_mp-18870_clean_6zCxja8WCa,Mn6Cd4O16,GGA+U,1820,0,Stable,9.75,-2.02,74.87,6-features iGAM
mp-772801,"(1, 0, -2)",1029966_LuBiO3_mp-772801_clean_xlzKsNtjQ8,Lu6Bi6O18,GGA,1849,58.85,Unstable,6.58,-1.98,76.54,6-features iGAM
mp-636731,"(2, 1, 0)",Zr-MoO4-2_mp-636731_clean_3AtG5ssjJg,Zr2Mo4O16,GGA+U,1223,0.53,Meta-stable,6.32,-2.07,73.08,6-features iGAM
mp-4156,"(1, 0, 0)",Li2ZrO3_mp-4156_clean_71Q272KtLF,Li8Zr4O12,GGA,1877,0,Stable,10.04,-2.12,71.15,6-features iGAM
mp-2605,"(1, 0, 0)",CaO_mp-2605_clean_lWKvlkkvR0,Ca4O4,GGA,2855,0,Stable,11.35,-1.88,79.85,6-features iGAM
mp-757343,"(0, 0, 1)",Ca4Bi6O13_mp-757343_clean_Xf2qGwWZVm,Ca16Bi24O52,GGA,1248,2.84,Meta-stable,4.11,-1.7,86.66,6-features iGAM
mp-1235796,"(2, 0, -1)",LiO8_mp-1235796_clean_1BR6Ctt26k,Li2O16,GGA,447,5.36,Meta-stable,1.47,-1.39,97.57,6-features iGAM
mp-17844,"(1, 0, 0)",SnWO4_mp-17844_clean_mza1n39fhw,Sn4W4O16,GGA+U,1378,131.16,Unstable,10.56,-1.98,76.48,6-features iGAM
mp-2697,"(3, 0, 1)",SrO2_mp-2697_clean_wRIHntEA6W,Sr2O4,GGA,1759,0,Stable,3.14,-1.6,89.94,6-features iGAM
mp-1283043,"(2, 1, 2)",CoO2_mp-1283043_clean_h9PrG9zlp2,Co4O8,GGA+U,1614,7.58,Meta-stable,9.3,-1.86,80.7,6-features iGAM
mvc-7701,"(1, 0, 0)",Zn2Sn3O8_mvc-7701_clean_88h30PlzYP,Zn4Sn6O16,GGA,1595,65.7,Unstable,7.03,-2.06,73.42,6-features iGAM
mp-29524,"(1, 1, 0)",K3BiO3_mp-29524_clean_Vivk6sbiXH,K24Bi8O24,GGA,1057,0,Stable,3.79,-1.81,82.38,6-features iGAM
mp-19210,"(2, 1, 1)",CoPtO2_mp-19210_clean_pqasK7EFDj,Co4Pt4O8,GGA+U,1488,0,Stable,9.55,-2.11,71.44,6-features iGAM
mp-755239,"(1, 1, 0)",Ga2HgO4_mp-755239_clean_cZqk7pYpgQ,Ga16Hg8O32,GGA,892,34.18,Unstable,4.64,-1.83,81.77,6-features iGAM
mp-22408,"(1, 1, 0)",CoO_mp-22408_clean_QqsJai5Cat,Co4O4,GGA+U,2075,0,Stable,12.07,-2.07,73.14,6-features iGAM
mp-1866,"(1, 0, 0)",KO2_mp-1866_clean_6SveJbDLmA,K2O4,GGA,694,0,Stable,0.97,-1.4,97.28,6-features iGAM
mp-540679,"(1, 0, 0)",Ti4Ni2O_mp-540679_clean_Y1hsAuYvS4,Ti64Ni32O16,GGA+U,1947,545.63,Unstable,15.31,-2.07,72.89,6-features iGAM
mp-1211133,"(1, 2, 1)",LiPd5O6_mp-1211133_clean_jak9eijfMY,Li2Pd10O12,GGA,807,284.29,Unstable,4.79,-2.02,74.86,6-features iGAM
mp-1180771,"(2, 1, 0)",KCoO2_mp-1180771_clean_A1TGKMeQvo,K4Co4O8,GGA+U,1157,0,Stable,8.36,-2.04,74.15,6-features iGAM
mp-19172,"(0, 1, 1)",KV3O8_mp-19172_clean_6TdEuVU01m,K2V6O16,GGA+U,804,0,Stable,7.29,-2.06,73.37,6-features iGAM
mp-1184960,"(1, 1, 1)",KMgO3_mp-1184960_clean_sayvJC6nq3,K1Mg1O3,GGA,1300,364.18,Unstable,4.29,-1.82,82.05,6-features iGAM
mp-752396,"(1, 1, 0)",Ca2HfO4_mp-752396_clean_vdrtNSwpDX,Ca8Hf4O16,GGA,2682,25.09,Unstable,6.82,-1.76,84.38,6-features iGAM
mp-19387,"(1, 1, 3)",CdWO4_mp-19387_clean_7XNmxQbvar,Cd2W2O8,GGA+U,1580,0,Stable,8.16,-2.05,73.74,6-features iGAM
mp-37692,"(1, 0, 1)",Li3RuO4_mp-37692_clean_SvmErndPwZ,Li6Ru2O8,GGA,1543,0,Stable,7.64,-2.18,68.68,6-features iGAM
mp-19086,"(1, 0, 0)",BaCoO2_mp-19086_clean_wqphmzERKB,Ba3Co3O6,GGA+U,1930,0,Stable,8.74,-2.03,74.41,6-features iGAM
mp-1336,"(2, 2, 1)",PdO_mp-1336_clean_gqW6dZZ77W,Pd2O2,GGA,1319,0,Stable,3.25,-1.83,81.93,6-features iGAM
mp-28559,"(0, 0, 1)",Na6Be8O11_mp-28559_clean_prBxw9hjHM,Na6Be8O11,GGA,1362,0,Stable,9.55,-2.1,71.72,6-features iGAM
mp-19505,"(1, 0, 0)",SrCr10O15_mp-19505_clean_OHGQ6ileFj,Sr4Cr40O60,GGA+U,2463,70.76,Unstable,10.86,-1.88,80.18,6-features iGAM
mp-3297,"(2, 2, 1)",Li10Zn4O9_mp-3297_clean_5oHOrhMKkC,Li20Zn8O18,GGA,1716,0,Stable,6.51,-2.15,69.95,6-features iGAM
mvc-1832,"(1, 1, 1)",YCu7O12_mvc-1832_clean_j3Zu8d6oqf,Y2Cu14O24,GGA,1412,0,Stable,6.66,-2.06,73.32,6-features iGAM
mp-1183414,"(1, 1, 1)",BeAuO3_mp-1183414_clean_MneRq19bVV,Be1Au1O3,GGA,952,841.85,Unstable,-1.65,-1.44,95.88,6-features iGAM
mp-998915,"(2, 1, 0)",K2O_mp-998915_clean_gRADDOYUq7,K4O2,GGA,951,29.55,Unstable,1.33,-1.28,101.46,6-features iGAM
mp-557416,"(1, 1, 0)",Sb2MoO6_mp-557416_clean_SKgrplhGMf,Sb8Mo4O24,GGA+U,1329,46.89,Unstable,9.43,-2,75.57,6-features iGAM
mp-2697,"(1, 0, 3)",SrO2_mp-2697_clean_iNno4529c7,Sr2O4,GGA,1759,0,Stable,4.46,-1.95,77.35,6-features iGAM
mp-1986,"(3, 1, 0)",ZnO_mp-1986_clean_WqXPpiYf6r,Zn4O4,GGA,2121,7.12,Meta-stable,7.61,-2.09,72.1,6-features iGAM
mp-760311,"(1, 1, 0)",Na7SbO6_mp-760311_clean_tmRhK4X8na,Na21Sb3O18,GGA,1406,38.25,Unstable,3.89,-1.72,85.62,6-features iGAM
mp-30059,"(1, 0, 0)",Tl2-SbO3-3_mp-30059_clean_tzmz0DBnV1,Tl8Sb12O36,GGA,1463,31.58,Unstable,5.15,-1.85,81.07,6-features iGAM
mp-996990,"(2, 2, 3)",BaAgO2_mp-996990_clean_2myLjYVBlZ,Ba1Ag1O2,GGA,1233,0,Stable,3.11,-1.68,87.2,6-features iGAM
mp-10417,"(0, 1, 1)",KSbO2_mp-10417_clean_J5raat68vd,K4Sb4O8,GGA,1208,0,Stable,4.93,-2.04,74.32,6-features iGAM
mp-1178219,"(0, 1, 0)",HfNiO3_mp-1178219_clean_vpcdME13lv,Hf4Ni4O12,GGA+U,2144,96.84,Unstable,13.23,-1.94,77.83,6-features iGAM
mp-2229,"(3, 1, 0)",ZnO_mp-2229_clean_a94H9SOobP,Zn4O4,GGA,2121,147.27,Unstable,5.88,-1.9,79.22,6-features iGAM
mp-975384,"(1, 1, 1)",RbBiO3_mp-975384_clean_zHtEioBqC2,Rb1Bi1O3,GGA,1013,0,Stable,3.8,-1.76,84.17,6-features iGAM
mp-542117,"(1, 0, -1)",Cd3Se3O10_mp-542117_clean_rYHe1kJdLU,Cd6Se6O20,GGA,962,0,Stable,6.26,-1.99,76,6-features iGAM
mp-21602,"(1, 0, 0)",Zr4Ni2O_mp-21602_clean_fAiCUTMgE1,Zr64Ni32O16,GGA+U,1927,544.87,Unstable,12.72,-2.07,72.88,6-features iGAM
mp-554573,"(1, 2, 1)",SiO2_mp-554573_clean_mpK0I0fHYw,Si8O16,GGA,1941,1.39,Meta-stable,5.65,-1.85,81.02,6-features iGAM
mp-11019,"(1, 0, 0)",GaCuO2_mp-11019_clean_Ns2a5DPjN5,Ga2Cu2O4,GGA,1640,0,Stable,7.74,-2.2,68.25,6-features iGAM
mp-1184941,"(3, 3, 1)",KLuO3_mp-1184941_clean_NHv8szm2Ab,K1Lu1O3,GGA,1286,235.66,Unstable,2.88,-1.45,95.5,6-features iGAM
mp-772813,"(1, 0, 0)",Ca2Cu2O5_mp-772813_clean_J2CnqdB0Pc,Ca8Cu8O20,GGA,1412,0,Stable,5.29,-1.92,78.51,6-features iGAM
mp-8568,"(1, 1, 0)",Ca4PtO6_mp-8568_clean_PDlRdE9dNw,Ca24Pt6O36,GGA,2049,1.72,Meta-stable,6.12,-2.04,74.32,6-features iGAM
mp-545512,"(3, 0, 1)",414325470_CaO_mp-545512_clean_O23KoJW07u,Ca2O2,GGA,2855,65.04,Unstable,6.71,-2,75.72,6-features iGAM
mp-676666,"(1, 0, 0)",Rb2CeO3_mp-676666_clean_UE4HEMMBFP,Rb8Ce4O12,GGA,1684,0,Stable,3.26,-1.93,78.12,6-features iGAM
mp-1101375,"(1, 0, 1)",ScTiO3_mp-1101375_clean_F66BRN9p9Y,Sc6Ti6O18,GGA,2130,69.2,Unstable,7.32,-1.83,81.9,6-features iGAM
mp-19237,"(3, 1, 3)",Sr2MoO4_mp-19237_clean_y9ycp1AQDY,Sr4Mo2O8,GGA+U,2214,17.99,Meta-stable,6.4,-1.79,83.09,6-features iGAM
mp-558312,"(3, 1, 0)",Li2O2_mp-558312_clean_HYDaG5nlBI,Li4O4,GGA,1694,142.72,Unstable,2.36,-1.63,89.13,6-features iGAM
mvc-4610,"(1, 1, 0)",Y-CoO2-2_mvc-4610_clean_4rGcaqUekn,Y4Co8O16,GGA+U,2028,101.99,Unstable,11.1,-1.95,77.37,6-features iGAM
mp-25239,"(1, 0, 0)",V-SiO3-2_mp-25239_clean_PP6OBqXlOx,V2Si4O12,GGA+U,1285,69.12,Unstable,7.54,-2.02,74.9,6-features iGAM
mp-1176488,"(1, 0, 0)",Mn2HgO4_mp-1176488_clean_iuyz2JL9ft,Mn16Hg8O32,GGA+U,1240,8.58,Meta-stable,10.73,-1.91,79.03,6-features iGAM
mp-13749,"(1, 0, 0)",K9Ni2O7_mp-13749_clean_eGhExHrqfr,K36Ni8O28,GGA+U,1441,0,Stable,3.18,-1.73,85.45,6-features iGAM
mp-622497,"(0, 1, 1)",V3O5_mp-622497_clean_qwAa69PqnP,V12O20,GGA+U,1986,4.03,Meta-stable,18.38,-1.95,77.33,6-features iGAM
mvc-12777,"(1, 1, 1)",Mg-Mo3O8-2_mvc-12777_clean_dngicPqRKh,Mg1Mo6O16,GGA+U,1089,235.43,Unstable,10.69,-1.97,76.9,6-features iGAM
mvc-14154,"(0, 1, 0)",YMoO3_mvc-14154_clean_l2BPZCJAVF,Y4Mo4O12,GGA+U,2027,29.57,Unstable,8.73,-1.8,82.89,6-features iGAM
mp-997098,"(1, 1, 3)",414325470_CuPtO2_mp-997098_clean_IPb7mnEb5a,Cu2Pt2O4,GGA,881,4.89,Meta-stable,5.11,-1.99,76.01,6-features iGAM
mp-752658,"(1, 1, 1)",Y2SeO2_mp-752658_clean_TQ2r24ypAC,Y2Se1O2,GGA,2410,0,Stable,5.06,-1.93,78.12,6-features iGAM
mp-999539,"(1, 2, 0)",MnO_mp-999539_clean_Tdd0GBcxHS,Mn4O4,GGA+U,1983,5.2,Meta-stable,14.01,-2.08,72.65,6-features iGAM
mp-755834,"(0, 2, 1)",AgSnO3_mp-755834_clean_DkE6FOOJyq,Ag4Sn4O12,GGA,710,91.67,Unstable,4.81,-1.93,78.11,6-features iGAM
mp-559825,"(1, 0, 0)",Zr-MoO4-2_mp-559825_clean_0aUkfy7zDC,Zr4Mo8O32,GGA+U,1223,24.01,Meta-stable,16.15,-1.9,79.17,6-features iGAM
mp-505679,"(1, 0, 0)",HfV2O7_mp-505679_clean_yJbZDAmokm,Hf4V8O28,GGA+U,1600,0,Stable,8.25,-2,75.53,6-features iGAM
mp-4156,"(1, 0, 1)",Li2ZrO3_mp-4156_clean_d2i1HrphZx,Li8Zr4O12,GGA,1877,0,Stable,6.38,-2.14,70.29,6-features iGAM
mp-1213810,"(0, 1, 0)",CeLuO3_mp-1213810_clean_R6J4frbp44,Ce4Lu4O12,GGA,2426,57.02,Unstable,5.94,-1.89,79.81,6-features iGAM
mp-1180711,"(1, 2, 1)",KO2_mp-1180711_clean_9MicG1svK7,K4O8,GGA,694,20.78,Meta-stable,1.17,-1.29,101.15,6-features iGAM
mp-1203069,"(1, 0, 0)",WO3_mp-1203069_clean_Sq2okqDPBK,W8O24,GGA+U,1772,9.4,Meta-stable,16.33,-1.94,77.82,6-features iGAM
mp-27228,"(0, 0, 1)",Tl6Si2O7_mp-27228_clean_dij0vQf11L,Tl12Si4O14,GGA,992,0,Stable,3.9,-1.8,83.06,6-features iGAM
mp-27377,"(1, 1, 1)",K4Zr5O12_mp-27377_clean_Eo9kaFCucF,K4Zr5O12,GGA,1701,0,Stable,3.83,-1.64,88.51,6-features iGAM
mp-1120765,"(3, 3, 1)",BaNiO3_mp-1120765_clean_T9XPfBZgT6,Ba1Ni1O3,GGA+U,1821,124.19,Unstable,7.97,-1.96,77.22,6-features iGAM
mp-675025,"(1, 0, 1)",SbRhO4_mp-675025_clean_ohdtj3NJRK,Sb2Rh2O8,GGA,1682,30.51,Unstable,5.97,-1.95,77.46,6-features iGAM
mp-22136,"(1, 0, 0)",CoGeO3_mp-22136_clean_qzI4ANWQ21,Co8Ge8O24,GGA+U,1480,1.35,Meta-stable,7.42,-2.05,73.6,6-features iGAM
mp-29455,"(2, 1, 0)",Ga4GeO8_mp-29455_clean_Nr94Ja3uK0,Ga8Ge2O16,GGA,1637,0,Stable,6.83,-2.09,72.26,6-features iGAM
mp-756282,"(0, 1, 0)",VBiO3_mp-756282_clean_dIZT4sSib8,V4Bi4O12,GGA+U,1169,10.36,Meta-stable,8.07,-1.78,83.72,6-features iGAM
mp-555682,"(1, 1, 1)",Sn-SeO3-2_mp-555682_clean_9rmzS8hgzQ,Sn2Se4O12,GGA,1230,4.46,Meta-stable,3.98,-1.82,82.21,6-features iGAM
mp-5787,"(1, 1, 2)",SrCuO2_mp-5787_clean_z3b7WjaoRi,Sr4Cu4O8,GGA,1419,0,Stable,3.22,-1.8,82.93,6-features iGAM
mp-18759,"(1, 0, 0)",Mn3O4_mp-18759_clean_OmwHFf74Pa,Mn6O8,GGA+U,1924,0,Stable,9.07,-2.1,71.9,6-features iGAM
mp-754538,"(1, 1, 0)",HgPtO2_mp-754538_clean_5Qbdk17TGC,Hg3Pt3O6,GGA,545,23.63,Meta-stable,4.36,-1.96,76.97,6-features iGAM
mp-9200,"(1, 0, 0)",K3AuO_mp-9200_clean_ubu0THmiTy,K3Au1O1,GGA,882,0,Stable,0.71,-1.42,96.37,6-features iGAM
mp-1193851,"(1, 0, 1)",Rb2MoO4_mp-1193851_clean_XBIafHnMTh,Rb8Mo4O16,GGA+U,1421,4.81,Meta-stable,6.26,-2.01,75.31,6-features iGAM
mp-755580,"(1, 0, 0)",VGaO3_mp-755580_clean_NEHhSHIRuf,V4Ga4O12,GGA+U,1807,92.06,Unstable,11.76,-1.94,77.98,6-features iGAM
mp-23195,"(1, 0, 1)",Bi2O3_mp-23195_clean_UeLQcbcPJZ,Bi8O12,GGA,1064,22.45,Meta-stable,4.71,-1.84,81.48,6-features iGAM
mp-675857,"(1, 1, 1)",Cd2SnO4_mp-675857_clean_NukEzXrJIS,Cd8Sn4O16,GGA,1462,0.34,Meta-stable,4.54,-1.97,76.66,6-features iGAM
mp-1216686,"(2, 3, 1)",TiNbO4_mp-1216686_clean_n4QMKnc1nZ,Ti2Nb2O8,GGA,2206,36.99,Unstable,7.42,-1.88,80.03,6-features iGAM
mp-756361,"(1, 1, 0)",ZrSeO_mp-756361_clean_VBorLYrYn1,Zr4Se4O4,GGA,2401,35.41,Unstable,3.16,-1.5,93.63,6-features iGAM
mp-1207765,"(0, 1, 1)",YSbO4_mp-1207765_clean_IYXYJRcC5u,Y4Sb4O16,GGA,2020,0,Stable,4.8,-2.06,73.47,6-features iGAM
mp-1218326,"(3, 3, 1)",SrCrO2_mp-1218326_clean_3ALysMeXT4,Sr1Cr1O2,GGA+U,2063,34.49,Unstable,7.97,-2,75.67,6-features iGAM
mp-4156,"(0, 1, 0)",Li2ZrO3_mp-4156_clean_c5kT1Nv2jY,Li8Zr4O12,GGA,1877,0,Stable,7.47,-2.06,73.53,6-features iGAM
mp-1227007,"(1, 1, 0)",CaZnO2_mp-1227007_clean_f1d6IyOfKB,Ca1Zn1O2,GGA,1629,137.34,Unstable,2.74,-1.58,90.85,6-features iGAM
mp-971,"(1, 1, 1)",235508583253254_K2O_mp-971_clean_ksNqPADg9A,K8O4,GGA,951,0,Stable,2.82,-1.55,92,6-features iGAM
mp-1226706,"(3, 1, 0)",CdNiO2_mp-1226706_clean_MgBrIz7Kcl,Cd1Ni1O2,GGA+U,1716,180.49,Unstable,11.53,-2.05,73.73,6-features iGAM
mp-753658,"(3, 1, 3)",AlCrO4_mp-753658_clean_DBbBWnXpwB,Al2Cr2O8,GGA+U,2035,124.39,Unstable,8.72,-1.87,80.34,6-features iGAM
mp-21457,"(1, 0, 0)",Ti3Cu3O_mp-21457_clean_T0zi1UFDXt,Ti48Cu48O16,GGA,1306,0,Stable,3.98,-1.94,77.88,6-features iGAM
mp-753401,"(1, 0, 0)",Sc2TiO5_mp-753401_clean_7PnGuzsmG7,Sc8Ti4O20,GGA,2224,0,Stable,5,-1.94,77.79,6-features iGAM
mp-7998,"(1, 0, 0)",Li2Ge2O5_mp-7998_clean_3Owkv1P0fv,Li8Ge8O20,GGA,1374,0.17,Meta-stable,6.74,-2.06,73.35,6-features iGAM
mp-1227455,"(0, 1, 2)",Be-GaO2-2_mp-1227455_clean_6JgbEbwXCF,Be2Ga4O8,GGA,2069,32.12,Unstable,8.46,-1.87,80.4,6-features iGAM
mp-774520,"(0, 0, 1)",TiAlO3_mp-774520_clean_SJZMbzR66b,Ti6Al6O18,GGA,2140,66.05,Unstable,13.99,-1.94,77.76,6-features iGAM
mp-756361,"(3, 3, 2)",ZrSeO_mp-756361_clean_uzmv5jekgf,Zr4Se4O4,GGA,2401,35.41,Unstable,3.16,-1.44,95.72,6-features iGAM
mp-1104680,"(1, 0, -1)",Cr2FeO4_mp-1104680_clean_MraZqfUquE,Cr8Fe4O16,GGA+U,2065,0,Stable,14.33,-2.05,73.63,6-features iGAM
mp-27931,"(0, 1, 0)",Rb2SnO2_mp-27931_clean_mMZEdM5N8x,Rb8Sn4O8,GGA,1107,0,Stable,2.71,-1.65,88.39,6-features iGAM
mp-627380,"(1, 1, 1)",Mn-ReO4-2_mp-627380_clean_6VgXeophVY,Mn1Re2O8,GGA+U,1029,0,Stable,6.62,-2.03,74.68,6-features iGAM
mvc-10452,"(1, 1, 0)",MgBi4O9_mvc-10452_clean_jeLEBB6RJK,Mg2Bi8O18,GGA,1098,48.42,Unstable,5.49,-2.01,75.08,6-features iGAM
mp-19071,"(1, 0, 0)",Co2SiO4_mp-19071_clean_TCQM1MMXQT,Co16Si8O32,GGA+U,1638,63.7,Unstable,13.66,-1.94,77.68,6-features iGAM
mp-7601,"(1, 1, -1)",NbGaO4_mp-7601_clean_9hS0CzXXz5,Nb4Ga4O16,GGA,1747,0,Stable,7.52,-1.97,76.61,6-features iGAM
mp-2311,"(3, 1, 0)",NbO_mp-2311_clean_gybToPoipV,Nb3O3,GGA,2219,0,Stable,4.57,-2.04,74.26,6-features iGAM
mp-763481,"(1, 0, 0)",Nb2CoO6_mp-763481_clean_2X7lIPmcrg,Nb4Co2O12,GGA+U,1731,22.07,Meta-stable,12.13,-1.96,77.18,6-features iGAM
mp-781625,"(3, 3, 1)",BaOsO3_mp-781625_clean_glJeLbDkwm,Ba1Os1O3,GGA,1888,80.43,Unstable,3.82,-1.76,84.43,6-features iGAM
mp-23003,"(1, 0, 0)",90423983530393683854_Ce2BiO2_mp-23003_clean_kVmTJN3Rnn,Ce4Bi2O4,GGA,1518,0,Stable,4.9,-2.02,74.9,6-features iGAM
mp-1226239,"(0, 3, 1)",CrReO4_mp-1226239_clean_eFINWjibgF,Cr2Re2O8,GGA+U,602,78.57,Unstable,12.41,-1.92,78.74,6-features iGAM
mp-704535,"(0, 0, 1)",Tl2Mo7O22_mp-704535_clean_IMGrMIbCVv,Tl8Mo28O88,GGA+U,849,15.49,Meta-stable,21.39,-1.78,83.49,6-features iGAM
mp-560165,"(1, 0, 0)",1020969_Cu-BiO2-2_mp-560165_clean_gGOMrveH55,Cu4Bi8O16,GGA,970,98.87,Unstable,2.76,-1.5,93.55,6-features iGAM
mp-755253,"(3, 0, 1)",LiZrO2_mp-755253_clean_vJDv2B8DXR,Li4Zr4O8,GGA,1923,55.68,Unstable,5.08,-2.01,75.3,6-features iGAM
mp-18759,"(1, 0, 0)",Mn3O4_mp-18759_clean_XKCU3oZtNS,Mn6O8,GGA+U,1924,0,Stable,9.07,-2.1,71.9,6-features iGAM
mp-12978,"(0, 1, 1)",SnO2_mp-12978_clean_DGX8B50tJq,Sn4O8,GGA,2012,18.15,Meta-stable,8.02,-1.88,79.94,6-features iGAM
